names	scores	logfoldchanges	pvals	pvals_adj	cluster
CPEB4	16.735107	1.445727	1.2386177093073972e-60	3.6770030922822415e-59	Macro_LYVE1
CIRBP	16.730968	0.9721694	1.0129758791867137e-60	3.009806814225497e-59	Macro_LYVE1
MYO7A	16.689428	2.6675146	3.157779383909102e-60	9.349579838438778e-59	Macro_LYVE1
TBC1D14	16.561392	1.4952401	1.888431356967197e-59	5.489974645526552e-58	Macro_LYVE1
RBKS	16.559933	1.3721188	1.6512781797133427e-59	4.812990223811537e-58	Macro_LYVE1
CCDC152	16.551083	3.047755	2.753127246085548e-59	7.976257044678112e-58	Macro_LYVE1
PLEKHG5	16.542118	4.930303	3.3648048058036513e-59	9.731650912167229e-58	Macro_LYVE1
DTNA	16.536673	2.18638	3.1949922447736493e-59	9.248459509914376e-58	Macro_LYVE1
ETS2	16.526367	1.1041782	2.506006152917568e-59	7.266555190740493e-58	Macro_LYVE1
CLEC9A	16.48284	1.7696503	6.743534164502106e-59	1.9420225652883246e-57	Macro_LYVE1
SLC2A8	16.459478	1.6639717	9.593370584790037e-59	2.7533137008851405e-57	Macro_LYVE1
HLA-DOA	16.401901	1.3074454	2.0089298636449777e-58	5.746085129512213e-57	Macro_LYVE1
PLXND1	16.358538	1.4789867	4.262668676186397e-58	1.2130604592518957e-56	Macro_LYVE1
CCR1	16.354801	1.4782653	4.473581324849549e-58	1.2709346472131594e-56	Macro_LYVE1
